entrezgene_id	external_gene_name	gene_biotype	chromosome_name	start_position	end_position
146310	RNF151	protein_coding	16	1966823	1968975
2219	FCN1	protein_coding	9	134903232	134917912
NA		lncRNA	16	1971655	1971896
10607	TBL3	protein_coding	16	1972053	1982929
26811	SNORD55	snoRNA	1	44775864	44775943
94161	SNORD46	snoRNA	1	44776490	44776593
94162	SNORD38A	snoRNA	1	44777843	44777912
NA	SHLD2P2	processed_pseudogene	14	87952527	87955203
NA	SNORD38B	snoRNA	1	44778390	44778456
94163	SNORD38B	snoRNA	1	44778390	44778458
NA		TEC	9	134992958	134995854
NA	RPS15AP11	processed_pseudogene	1	44780331	44780715
161176	SYNE3	protein_coding	14	95407266	95516650
NA	CARM1P1	transcribed_unprocessed_pseudogene	9	2907073	3053408
NA	RNU5E-6P	snRNA	1	44819883	44819997
NA		processed_pseudogene	1	44843921	44844082
8891	EIF2B3	protein_coding	1	44850522	44986722
NA	RPS29P2	processed_pseudogene	8	41271431	41271566
6511	SLC1A6	protein_coding	19	14950033	15022990
NA		processed_pseudogene	8	85617344	85617512
760	CA2	protein_coding	8	85463968	85481493
7091	TLE4	protein_coding	9	79571773	79726882
NA		lncRNA	3	42692663	42732922
100874044	HHATL-AS1	lncRNA	3	42702541	42706776
152206	CCDC13	protein_coding	3	42705756	42773253
NA		unprocessed_pseudogene	10	122657498	122664196
112577516	SPADH	protein_coding	10	122672850	122679494
NA		lncRNA	10	112308219	112351795
51207	DUSP13B	protein_coding	10	75094432	75106499
NA	HSPA8P11	processed_pseudogene	8	30237382	30240997
677768	SCARNA13	scaRNA	14	95533355	95533629
NA		protein_coding	3	42705756	42804518
51218	GLRX5	protein_coding	14	95533503	95544724
NA	TMEM69P1	processed_pseudogene	8	97853021	97853253
NA	RNA5SP47	rRNA_pseudogene	1	44932323	44932431
NA	CCNB1IP1P1	processed_pseudogene	1	44958557	44959395
NA	PPIAP35	processed_pseudogene	1	44988234	44988725
NA	MRPS17P1	processed_pseudogene	1	44988705	44991834
10247	RIDA	protein_coding	8	98102344	98117171
NA		lncRNA	3	42719401	42723136
NA		TEC	7	44367140	44369292
NA	RNY4P6	misc_RNA	11	117015897	117015992
100874114	CCDC13-AS1	lncRNA	3	42732575	42746768
23386	NUDCD3	protein_coding	7	44379119	44490658
NA	RPS27P19	processed_pseudogene	11	117035797	117036051
NA		processed_pseudogene	11	117117794	117119181
390083	OR56A3	protein_coding	11	5938751	5951347
79654	HECTD3	protein_coding	1	45002540	45011324
51207	DUSP13B	protein_coding	10	75094432	75109206
8608	RDH16	protein_coding	12	56951431	56959374
390059	OR51M1	protein_coding	11	5383812	5393263
128854680	DUSP13A	protein_coding	10	75094434	75109221
124903372	TCL6	lncRNA	14	95620914	95679833
25994	HIGD1A	protein_coding	3	42782908	42804490
85406	DNAJC14	protein_coding	12	55820960	55830824
390064	OR51I2	protein_coding	11	5449323	5456518
NA		processed_pseudogene	5	35081223	35081992
26580	BSCL2	protein_coding	11	62689289	62709845
4650	MYO9B	protein_coding	19	17075777	17214537
134218	DNAJC21	protein_coding	5	34929559	34958964
6249	CLIP1	protein_coding	12	122271432	122422669
NA	RPL32P18	processed_pseudogene	7	44467897	44468304
NA	TRIM60P16	processed_pseudogene	7	56631739	56632727
NA		unprocessed_pseudogene	7	56685036	56687366
NA		lncRNA	8	97132835	97133379
NA		processed_pseudogene	7	56736396	56736590
NA	CICP28	processed_pseudogene	7	56805336	56808148
5440	POLR2K	protein_coding	8	100150623	100154003
NA		processed_pseudogene	7	63480598	63480989
NA	SEPTIN7P5	processed_pseudogene	7	63495799	63502536
NA	PHKG1P2	processed_pseudogene	7	63509303	63510165
NA	SLC29A4P2	unprocessed_pseudogene	7	63556598	63562588
NA	RPL7P26	processed_pseudogene	6	17530899	17531652
399814	C10orf120	protein_coding	10	122697709	122699846
100422848	MIR4283-2	miRNA	7	63621090	63621169
51439	FAM8A1	protein_coding	6	17600302	17611719
NA		unprocessed_pseudogene	7	63632608	63636617
NA	CICP24	processed_pseudogene	7	63768257	63771047
NA		processed_pseudogene	7	63843314	63843505
NA		processed_pseudogene	7	63876341	63877350
NA	GABPAP	processed_pseudogene	7	63893286	63894641
1238	ACKR2	protein_coding	3	42804752	42887974
NA	NMD3P1	processed_pseudogene	7	63908966	63910453
NA	DMBT1L1	transcribed_unitary_pseudogene	10	122729429	122826448
NA	SLC25A1P3	processed_pseudogene	7	63931141	63931968
NA	VN1R34P	unitary_pseudogene	7	63934449	63935331
NA	ARAFP1	processed_pseudogene	7	63937905	63938509
NA	RNU6-190P	snRNA	6	17619533	17619634
NA	VN1R35P	transcribed_unprocessed_pseudogene	7	63963431	63964123
NA	Y_RNA	misc_RNA	X	118569405	118569515
NA	VN1R36P	unprocessed_pseudogene	7	63965834	63966124
NA		transcribed_unprocessed_pseudogene	7	63980385	63981477
NA	RBBP8P1	protein_coding	X	118632375	118634616
NA	REXO1L10P	processed_pseudogene	8	85744543	85748373
NA		unprocessed_pseudogene	7	63993904	63994006
NA		lncRNA	7	40064967	40065478
221692	PHACTR1	protein_coding	6	12716312	13290446
8621	CDK13	protein_coding	7	39950121	40099580
8242	KDM5C	protein_coding	X	53176277	53225422
11059	WWP1	protein_coding	8	86342547	86478420
NA		misc_RNA	14	95662480	95662598
NA		lncRNA	14	95663256	95692630
50624	CUZD1	protein_coding	10	122832158	122846175
1582	CYP8B1	protein_coding	3	42856005	42875898
7389	UROD	protein_coding	1	45010950	45015575
NA	HNRNPA1P22	processed_pseudogene	3	42889361	42890306
92999	ZBTB47	protein_coding	3	42653697	42667580
124056	NOXO1	protein_coding	16	1978917	1984192
NA		misc_RNA	14	95670441	95670577
9623	TCL1B	protein_coding	14	95686426	95692628
NA	HSPD1P5	processed_pseudogene	4	144845625	144847344
5252	PHF1	lncRNA	HSCHR6_MHC_QBL_CTG1	4604785	4605630
NA		processed_pseudogene	4	144920713	144921164
NA	RN7SKP235	misc_RNA	4	145035132	145035436
6059	ABCE1	protein_coding	4	145098288	145129524
10255	HCG9	lncRNA	HSCHR6_MHC_QBL_CTG1	1230085	1233386
80736	SLC44A4	protein_coding	HSCHR6_MHC_QBL_CTG1	3119164	3135019
NA		protein_coding	10	122832167	122879583
NA	RPL22P12	processed_pseudogene	2	110633947	110634333
NA	EGILA	lncRNA	14	20693480	20707120
196792	FAM24B	protein_coding	10	122849078	122879641
NA	LINC03058	lncRNA	14	20783888	20784293
NA		lncRNA	14	21032818	21033895
NA		processed_pseudogene	14	18560047	18560191
132141	IQCF1	protein_coding	3	51894876	51903353
NA		transcribed_unprocessed_pseudogene	14	18562928	18568790
NA		transcribed_processed_pseudogene	14	18588274	18588315
NA	ARHGAP42P5	processed_pseudogene	14	18623852	18626787
NA	LINC02297	lncRNA	14	18630318	18633634
NA		processed_pseudogene	14	18634955	18637208
NA	SSBP3P4	processed_pseudogene	14	18645044	18646221
NA		processed_pseudogene	14	18645991	18646503
389123	IQCF2	protein_coding	3	51861615	51863424
NA	RPL22P20	processed_pseudogene	14	18692032	18692408
699	BUB1	protein_coding	2	110637528	110678063
NA		transcribed_processed_pseudogene	14	18698639	18699978
NA		transcribed_processed_pseudogene	14	18702281	18702463
NA	NF1P10	transcribed_unprocessed_pseudogene	14	18709478	18712643
NA		lncRNA	14	18710875	18712497
NA		lncRNA	14	18914092	18916544
NA	C10orf88B	transcribed_processed_pseudogene	10	122879851	122898024
118670	FAM24A	protein_coding	10	122910610	122913111
NA	RN7SL504P	misc_RNA	3	51872178	51872464
101928999	IQCF5-AS1	lncRNA	3	51873596	51875767
NA		lncRNA	14	18920109	18945333
80007	C10orf88	protein_coding	10	122930901	122954311
389124	IQCF5	protein_coding	3	51873721	51875601
100508046		lncRNA	14	18977180	18980742
NA	DUXAP10	transcribed_processed_pseudogene	14	19295306	19295921
NA	U2	snRNA	14	75270700	75270780
10039	PARP3	protein_coding	3	51942345	51948867
119774	OR52K2	protein_coding	11	4449295	4450361
4188	MDFI	protein_coding	6	41636882	41654244
2353	FOS	protein_coding	14	75278826	75283190
390036	OR52K1	protein_coding	11	4482646	4493497
NA	OR52M2P	unprocessed_pseudogene	11	4514966	4515924
55231	CCDC87	protein_coding	11	66590176	66593063
9973	CCS	protein_coding	11	66593153	66606019
118672	PSTK	protein_coding	10	122954381	122997513
133923	ZNF474	protein_coding	5	122129546	122182658
4355	MPP2	protein_coding	17	43875357	43909711
NA	DPPA5P4	processed_pseudogene	14	75292131	75292495
122953	JDP2	protein_coding	14	75427716	75474111
100505841	ZNF475	protein_coding	5	122129622	122182658
64376	IKZF5	protein_coding	10	122990807	123008812
79969	ATAT1	protein_coding	HSCHR6_MHC_MANN_CTG1	1937071	1957052
100126334	MIR885	miRNA	3	10394489	10394562
NA	EI24P3	processed_pseudogene	3	44524744	44525805
286144	TRIQK	protein_coding	8	92883532	93017673
NA		processed_pseudogene	3	44528955	44529391
90355	MACIR	protein_coding	5	103258763	103278660
55888	ZKSCAN7	protein_coding	3	44555193	44594173
1302	COL11A2	protein_coding	6	33162681	33192499
NA		lncRNA	HSCHR6_MHC_QBL_CTG1	3139733	3140026
NA	MICE	transcribed_unprocessed_pseudogene	HSCHR6_MHC_QBL_CTG1	1004773	1012013
387712	ENO4	protein_coding	10	116849499	116911788
7932	OR2H2	protein_coding	HSCHR6_MHC_QBL_CTG1	852967	854550
3117	HLA-DQA2	protein_coding	HSCHR6_MHC_QBL_CTG1	3935606	3941465
3118	HLA-DQA2	protein_coding	HSCHR6_MHC_QBL_CTG1	3935606	3941465
9143	SYNGR3	protein_coding	16	1989660	1994275
87	ACTN1	protein_coding	14	68874123	68979440
NA	RPL35AP4	processed_pseudogene	HSCHR6_MHC_QBL_CTG1	4583782	4583883
105375009	LINC02829	lncRNA	HSCHR6_MHC_QBL_CTG1	762976	776022
23262	PPIP5K2	protein_coding	5	103120149	103212799
NA	RNA5SP315	rRNA_pseudogene	10	48040462	48040577
NA		lncRNA	10	48105197	48140142
6048	RNF5	protein_coding	HSCHR6_MHC_QBL_CTG1	3401555	3403994
59	ACTA2	protein_coding	10	88934822	88991339
NA	RNU4-39P	snRNA	11	66614964	66615090
10432	RBM14	protein_coding	11	66616626	66629934
55904	KMT2E	protein_coding	7	104940943	105115019
79149	ZSCAN5A	protein_coding	19	56219670	56368383
NA		lncRNA	16	1997654	1998374
NA	RN7SL219P	misc_RNA	16	2013181	2013476
9351	NHERF2	protein_coding	16	2025356	2039026
100526737	RBM14-RBM4	protein_coding	11	66616626	66646469
NA	OSTCP5	processed_pseudogene	1	45069977	45070429
NA	HLA-U	unprocessed_pseudogene	HSCHR6_MHC_QBL_CTG1	1189133	1189317
79707	NOL9	protein_coding	1	6521347	6554513
6293	VPS52	protein_coding	HSCHR6_MHC_QBL_CTG1	4444672	4466464
54866	PPP1R14D	protein_coding	15	40815451	40828709
5936	RBM4	protein_coding	11	66638667	66668374
257364	SNX33	protein_coding	15	75647912	75662301
117155	CATSPER2	protein_coding	15	43628503	43668118
79047	KCTD15	protein_coding	19	33795933	33815763
NA		processed_pseudogene	1	6547905	6548619
80835	TAS1R1	protein_coding	1	6555307	6579755
54726	OTUD4	protein_coding	4	145110838	145180589
83759	RBM4B	protein_coding	11	66664998	66677887
285349	ZNF660	protein_coding	3	44578223	44599694
3104	ZBTB48	protein_coding	1	6579994	6589280
10168	ZNF197	protein_coding	3	44584888	44648471
110354863	ZNF197	protein_coding	3	44584888	44648471
657	BMPR1A	protein_coding	10	86755786	86932825
NA	RN7SL12P	misc_RNA	11	66712720	66713009
NA	C1QBPP2	processed_pseudogene	11	66761575	66762399
NA	FTLP6	processed_pseudogene	11	66771246	66771667
NA		lncRNA	11	22010402	22170001
NA		lncRNA	11	22261209	22262256
NA	RNU6-874P	snRNA	11	129202966	129203070
NA	ZNF123P	processed_pseudogene	11	129295286	129296481
9743	ARHGAP32	protein_coding	11	128965060	129279324
114515521	MIR378D2HG	lncRNA	8	93915734	93916682
NA		unprocessed_pseudogene	8	43442902	43452912
90594	ZNF439	protein_coding	19	11848726	11883750
NA	RPL34P18	processed_pseudogene	8	93957338	93957691
100188847	MIR1225	miRNA	16	2090195	2090284
283951	UQCC4	protein_coding	16	1419752	1420756
138046	RALYL	protein_coding	8	84182787	84921844
NA		lncRNA	1	89629725	89676386
84230	LRRC8C	protein_coding	1	89633072	89769903
105371045	PERCC1	protein_coding	16	1431078	1434441
7584	ZNF35	protein_coding	3	44648732	44660791
30000	TNPO2	protein_coding	19	12699201	12724011
NA		TEC	16	1437154	1439315
NA		lncRNA	16	1445343	1446519
NA		lncRNA	16	1451760	1452653
645811	CCDC154	protein_coding	16	1434383	1444556
NA		processed_pseudogene	1	89661212	89661353
NA	ZBTB40-IT1	lncRNA	1	22517474	22519708
2046	EPHA8	protein_coding	1	22563489	22603595
6938	TCF12	protein_coding	15	56918623	57299281
7699	ZNF140	protein_coding	12	133080474	133107526
400511	LINC01567	lncRNA	16	24661422	24671062
NA		lncRNA	16	24803451	24819739
55114	ARHGAP17	protein_coding	16	24919389	25015666
NA		lncRNA	3	44667412	44669364
NA	SOCS5P3	processed_pseudogene	3	44709311	44710886
728489	DNLZ	protein_coding	9	136359480	136363744
5728	PTEN	protein_coding	10	87862638	87971930
6336	SCN10A	protein_coding	3	38696802	38816286
NA	MCCD1P1	unprocessed_pseudogene	HSCHR6_MHC_QBL_CTG1	1164624	1165483
NA	SUMO2P1	processed_pseudogene	HSCHR6_MHC_QBL_CTG1	901562	901845
135656	MUCL3	protein_coding	HSCHR6_MHC_QBL_CTG1	2196154	2209373
10422	UBAC1	protein_coding	9	135932969	135961373
102466615	MIR6127	miRNA	1	22633258	22633366
100616391	MIR4684	miRNA	1	22719517	22719598
100287902	LGALS8-AS1	lncRNA	1	236523052	236524508
NA		lncRNA	1	236536162	236536704
6046	BRD2	protein_coding	HSCHR6_MHC_QBL_CTG1	4162985	4175823
NA		lncRNA	1	236540094	236550280
NA	Y_RNA	misc_RNA	4	145149537	145149649
NA		lncRNA	2	110709575	110716595
NA	RPL5P9	processed_pseudogene	2	110967834	110968719
400997	ACOXL-AS1	lncRNA	2	111098345	111116407
419	ART3	protein_coding	4	76011184	76114048
NA		lncRNA	2	111195963	111206494
55127	HEATR1	protein_coding	1	236549005	236604516
NA		processed_pseudogene	2	111203964	111206215
9891	NUAK1	protein_coding	12	106063345	106138954
NA		lncRNA	2	111210995	111212476
NA		lncRNA	8	49906863	49907446
NA	UFM1P3	processed_pseudogene	8	100165226	100165478
NA	CYP4F44P	unprocessed_pseudogene	8	43539973	43540927
NA	VOPP1-DT	lncRNA	7	55573171	55588336
138151	NACC2	protein_coding	9	136006537	136095289
57539	WDR35	protein_coding	2	19910263	19990105
27012	KCNV1	protein_coding	8	109963636	109975771
NA		lncRNA	7	55592074	55593193
NA		lncRNA	7	55593777	55595006
NA	CDC42P2	processed_pseudogene	7	55638274	55638842
NA	TUBBP6	processed_pseudogene	7	55645620	55646951
NA	RNU6-389P	snRNA	7	55685977	55686081
NA	Metazoa_SRP	misc_RNA	7	55731100	55731403
56244	BTNL2	protein_coding	6	32393339	32407181
NA	SUMO2P3	processed_pseudogene	7	55732144	55732431
NA	CICP11	processed_pseudogene	7	55736779	55739605
NA		processed_pseudogene	7	55741525	55741869
NA		processed_pseudogene	7	55743073	55743457
NA	RNU6-1126P	snRNA	7	55789368	55789474
346288	SEPTIN14	protein_coding	7	55793540	55862755
64786	TBC1D15	protein_coding	12	71839707	71927248
134701	RIPPLY2	protein_coding	6	83853360	83857515
7381	UQCRB	protein_coding	8	96222947	96235546
NA		lncRNA	HSCHR6_MHC_MANN_CTG1	252359	254095
NA	HLA-DRB9	unprocessed_pseudogene	HSCHR6_MHC_MANN_CTG1	3764073	3777729
10107	TRIM10	protein_coding	HSCHR6_MHC_MANN_CTG1	1462667	1471655
387357	THEMIS	protein_coding	6	127708072	127918631
90120	TMEM250	protein_coding	9	136114581	136118875
NA		processed_pseudogene	7	55797946	55798480
NA	CICP12	processed_pseudogene	7	55798034	55798876
NA		processed_pseudogene	7	55810779	55811411
NA		processed_pseudogene	7	55876738	55877024
NA		TEC	7	17940503	17942926
NA		lncRNA	7	21427548	21427960
NA		lncRNA	7	50866747	51022990
124900241		snoRNA	7	50935350	50935493
23242	COBL	protein_coding	7	51016212	51316818
8022	LHX3	protein_coding	9	136196250	136205128
63933	MCUR1	protein_coding	6	13786557	13814568
1438	CSF2RA	protein_coding	X	1268793	1325373
100507463	PSMB8-AS1	lncRNA	HSCHR6_MHC_MANN_CTG1	4263439	4265848
23473	CAPN7	protein_coding	3	15206152	15252916
9749	PHACTR2	protein_coding	6	143536845	143831185
169714	QSOX2	protein_coding	9	136206333	136245812
NA	OR2U2P	unprocessed_pseudogene	HSCHR6_MHC_MANN_CTG1	534036	534995
NA	HCG4P8	unprocessed_pseudogene	HSCHR6_MHC_MANN_CTG1	1089871	1090850
10197	PSME3	protein_coding	17	42824385	42843760
116511	MAS1L	protein_coding	HSCHR6_MHC_MANN_CTG1	751891	753027
4277	MICB	protein_coding	HSCHR6_MHC_MANN_CTG1	2810695	2816200
NA	VN1R54P	processed_pseudogene	10	42660728	42661776
NA	CUBNP1	unprocessed_pseudogene	10	42694371	42714575
NA	RSU1P1	unprocessed_pseudogene	10	42725857	42737159
NA	DUXAP3	unprocessed_pseudogene	10	42747544	42748687
9790	BMS1	protein_coding	10	42782795	42834937
NA		lncRNA	8	93715378	93716113
NA	MTCYBP20	processed_pseudogene	8	46837578	46838706
NA	GAPDHP30	processed_pseudogene	8	96068729	96069681
399693	CCDC187	protein_coding	9	136249973	136306901
NA		lncRNA	8	59561324	59604774
NA		lncRNA	8	94097764	94104322
55353	LAPTM4B	protein_coding	8	97775057	97853013
NA		unprocessed_pseudogene	HSCHR6_MHC_MANN_CTG1	3789961	3790056
NA	HTATSF1P1	processed_pseudogene	HSCHR6_MHC_MANN_CTG1	4657284	4659175
2002	ELK1	protein_coding	X	47635520	47650604
100507436	MICA	protein_coding	HSCHR6_MHC_MANN_CTG1	2708377	2724826
9381	OTOF	protein_coding	2	26457203	26558756
NA	RNU6-885P	snRNA	10	42832447	42832550
5979	RET	protein_coding	10	43077064	43130351
NA		TEC	9	136249978	136251205
NA		lncRNA	9	136263925	136267237
203859	ANO5	protein_coding	11	21782659	22283567
102723370	ANO5	protein_coding	11	21782659	22283567
80777	CYB5B	protein_coding	16	69398402	69466264
3107	HLA-C	protein_coding	HSCHR6_MHC_MANN_CTG1	2577801	2581172
84726	PRRC2B	protein_coding	9	131373636	131500197
389376	SFTA2	protein_coding	HSCHR6_MHC_QBL_CTG1	2186505	2187327
NA	BRIX1P1	processed_pseudogene	8	51435602	51436509
NA		processed_pseudogene	8	117055818	117056145
100133957	UXT-AS1	lncRNA	X	47658833	47692326
NA	RPL10AP3	processed_pseudogene	8	34322992	34323642
NA	RPL7L1P17	processed_pseudogene	8	42725547	42726228
1142	CHRNB3	protein_coding	8	42697366	42737407
3750	KCND1	protein_coding	X	48960982	48971844
394263	MUC21	protein_coding	HSCHR6_MHC_QBL_CTG1	2238874	2245269
NA	RPSAP21	processed_pseudogene	1	236819634	236820518
NA	RPL35P1	processed_pseudogene	1	236981339	236981708
645745	MT1HL1	protein_coding	1	237004103	237004441
NA		lncRNA	1	237013373	237014200
NA		lncRNA	1	27669468	27703063
79836	LONRF3	protein_coding	X	118974614	119022925
80741	LY6G5C	protein_coding	HSCHR6_MHC_QBL_CTG1	2932508	2939860
NA	RNU6-949P	snRNA	1	27675603	27675709
NA	CHMP1AP1	processed_pseudogene	1	27686810	27687471
NA	RNU6-424P	snRNA	1	27693731	27693835
NA		processed_pseudogene	1	27739091	27739439
NA	RPEP3	processed_pseudogene	1	27739954	27740629
NA	MTND2P38	unprocessed_pseudogene	8	46827228	46827894
23673	STX12	protein_coding	1	27773219	27824443
NA	RPL30-AS1	lncRNA	8	98041726	98044121
79645	CLXN	protein_coding	8	48710789	48735311
115584	SLC5A11	protein_coding	16	24845841	24911628
10396	ATP8A1	protein_coding	4	42408373	42657121
100507436	MICA	protein_coding	HSCHR6_MHC_QBL_CTG1	2655411	2671966
9467	SH3BP5	protein_coding	3	15254353	15341368
NA	RPL7L1P2	processed_pseudogene	7	51259429	51260167
NA		lncRNA	1	27773858	27774041
NA		lncRNA	1	27819983	27820341
NA	CICP17	processed_pseudogene	7	51382284	51384660
NA		processed_pseudogene	7	51386363	51387101
NA	RNU6-1245P	snRNA	1	27824538	27824643
NA		processed_pseudogene	7	51388430	51389114
NA		lncRNA	1	27827812	27831209
100861540	CYP3A7-CYP3A51P	protein_coding	7	99684957	99735102
NA	MTCYBP18	processed_pseudogene	5	134923303	134924049
NA	MTND6P4	processed_pseudogene	5	134924123	134924644
5511	PPP1R8	protein_coding	1	27830782	27851676
NA	MTND5P11	processed_pseudogene	5	134924648	134926459
NA	MTND4P12	processed_pseudogene	5	134926660	134928036
NA	HCG19P	processed_pseudogene	HSCHR6_MHC_QBL_CTG1	1614360	1614993
NA	MTND4LP30	processed_pseudogene	5	134928030	134928326
NA	PPIAP9	processed_pseudogene	HSCHR6_MHC_QBL_CTG1	2775356	2776167
NA		miRNA	5	134928039	134928112
1616	DAXX	protein_coding	HSCHR6_MHC_QBL_CTG1	4512987	4523698
113523636	DAXX	protein_coding	HSCHR6_MHC_QBL_CTG1	4512987	4523698
NA	MTND3P25	processed_pseudogene	5	134928393	134928527
23390	ZDHHC17	protein_coding	12	76764103	76853696
347732	CATSPER3	protein_coding	5	134967907	135011696
NA		TEC	8	69938168	69938400
NA	SRSF3P2	processed_pseudogene	8	95947781	95948233
NA		processed_pseudogene	8	73511276	73511654
NA	UBE2HP1	processed_pseudogene	8	81254870	81255229
NA		protein_coding	9	131430129	131430218
85453	TSPYL5	protein_coding	8	97273488	97277928
NA		unprocessed_pseudogene	9	112581779	112582590
58493	INIP	protein_coding	9	112683926	112718149
115253422	DUS4L-BCAP29	protein_coding	7	107563971	107623317
54535	CCHCR1	protein_coding	6	31142439	31158238
158506	CBLL2	protein_coding	X	22272913	22274461
3788	KCNS2	protein_coding	8	98426958	98432853
NA	ARL5AP5	processed_pseudogene	X	76029895	76030330
5307	PITX1	protein_coding	5	135027734	135034813
51260	PBDC1	protein_coding	X	76173040	76178755
54815	GATAD2A	protein_coding	19	19385826	19508932
NA		lncRNA	8	87974165	88019113
55973	BCAP29	protein_coding	7	107580246	107629170
NA		lncRNA	8	97643366	97643881
NA	RPS12P2	processed_pseudogene	10	80215851	80216119
NA		lncRNA	8	65714334	65714778
NA	EIF5AP4	processed_pseudogene	10	80247219	80247683
NA		TEC	10	80249710	80254121
NA		lncRNA	8	41275115	41277003
4143	MAT1A	protein_coding	10	80271820	80289658
NA		lncRNA	8	103020187	103021428
NA		TEC	8	98391401	98391514
NA	MTCO2P4	processed_pseudogene	8	103091263	103091509
NA		lncRNA	8	93834454	93846743
NA		processed_pseudogene	8	64973488	64973848
NA		lncRNA	8	29067279	29068454
25788	RAD54B	protein_coding	8	94371960	94475115
NA		lncRNA	5	135476913	135638231
NA	MMADHCP1	processed_pseudogene	X	76222637	76223097
NA	RNU6-867P	snRNA	X	76244968	76245074
NA		processed_pseudogene	X	76250183	76251796
401548	SNX30	protein_coding	9	112750760	112881671
NA		lncRNA	X	964424	965367
NA	MED14OS	lncRNA	X	40735385	40738897
153328	SLC25A48	protein_coding	5	135476913	135889770
NA		lncRNA	X	47321276	47322775
NA		lncRNA	X	120642321	120752910
NA		lncRNA	X	120668579	120753815
NA		lncRNA	X	7238340	7252415
NA		lncRNA	X	153623568	153625196
NA	ZNF519P1	processed_pseudogene	10	80297720	80299655
NA		lncRNA	10	80333771	80334426
NA		lncRNA	X	70153632	70252557
677774	SCARNA1	scaRNA	1	27834401	27834566
143241	DYDC1	protein_coding	10	80336105	80356755
NA		lncRNA	X	148371504	148417896
NA		lncRNA	X	70088276	70090818
NA		lncRNA	X	30594445	30613842
NA		lncRNA	X	30612543	30613310
NA		lncRNA	9	112957722	113012230
9473	THEMIS2	protein_coding	1	27872543	27886685
NA		lncRNA	X	48472835	48476097
388561	ZNF761	protein_coding	19	53431984	53461862
110116772	ZNF761	protein_coding	19	53431984	53461862
NA		lncRNA	X	5446865	5480947
NA		lncRNA	X	99372398	99450583
NA		lncRNA	X	140216026	140216851
NA		lncRNA	X	8863857	8867662
169834	ZNF883	protein_coding	9	112988129	113012192
163087	ZNF383	protein_coding	19	37217926	37248740
NA		lncRNA	X	70436366	70444247
2889	RAPGEF1	protein_coding	9	131576770	131740076
NA		lncRNA	X	107642924	107677060
26502	NARF	protein_coding	17	82458180	82490537
NA		lncRNA	X	3548950	3549825
NA		lncRNA	X	107627798	107628489
NA		lncRNA	X	42098961	42197859
NA		lncRNA	X	107717167	107717444
NA		lncRNA	X	133434687	133453435
NA		lncRNA	X	79367122	79395540
84332	DYDC2	protein_coding	10	80344745	80368073
NA		lncRNA	X	25144399	25654002
121129	OR2AP1	protein_coding	12	55572468	55575612
NA		lncRNA	X	25495674	25527648
341416	OR6C2	protein_coding	12	55444069	55453347
NA		lncRNA	X	119605717	119607566
170954	PPP1R18	protein_coding	HSCHR6_MHC_QBL_CTG1	1931503	1943009
107987457	PPP1R18	protein_coding	HSCHR6_MHC_QBL_CTG1	1931503	1943009
83468	GLT8D2	protein_coding	12	103988987	104064183
4762	NEUROG1	protein_coding	5	135534282	135535964
NA		lncRNA	X	48490825	48502605
NA		lncRNA	X	30447200	30454502
NA		lncRNA	11	22113448	22117001
NA		lncRNA	X	129868743	129959868
119772	OR52M1	protein_coding	11	4545191	4546144
9547	CXCL14	protein_coding	5	135570679	135579279
143501	C11orf40	lncRNA	11	4571423	4577820
NA	RNU6-454P	snRNA	3	15339749	15339855
NA	HMGN2P7	processed_pseudogene	3	15375373	15375645
NA	OR5M13P	unprocessed_pseudogene	11	56597426	56598362
390168	OR5M1	protein_coding	11	56609236	56614874
131965	METTL6	protein_coding	3	15381275	15440566
NA	OR5AM1P	unprocessed_pseudogene	11	56619779	56620810
NA	OR5M12P	unprocessed_pseudogene	11	56628932	56629860
90233	ZNF551	protein_coding	19	57681969	57717301
NA	OR5AP1P	unprocessed_pseudogene	11	56633164	56634103
NA		lncRNA	X	92636890	92702940
119694	OR51F2	protein_coding	11	4821321	4822456
NA		lncRNA	X	13387549	13430269
84293	PRXL2A	protein_coding	10	80407829	80437115
390271	OR8B3	protein_coding	11	124395534	124399024
340074	SLC25A48-AS1	lncRNA	5	135648584	135653935
26595	OR8B2	protein_coding	11	124382394	124384499
26496	OR10A3	protein_coding	11	7937171	7941708
NA		unprocessed_pseudogene	5	135742462	135746356
100133123	LINC01203	lncRNA	X	13333952	13403035
341276	OR10A2	protein_coding	11	6863057	6874717
80742	PRR3	protein_coding	HSCHR6_MHC_QBL_CTG1	1811971	1818808
100847082	MIR5692C1	miRNA	5	135802985	135803075
107986453		lncRNA	5	135812667	135827546
219982	OR5A1	protein_coding	11	59436469	59451380
NA		protein_coding	19	57682045	57753575
NA		lncRNA	8	97241742	97242204
6118	RPA2	protein_coding	1	27891524	27914746
81282	OR51G2	protein_coding	11	4912588	4919350
NA		lncRNA	8	72874859	72881740
119687	OR51A7	protein_coding	11	4903783	4909462
7710	ZNF154	protein_coding	19	57696275	57709204
NA		unprocessed_pseudogene	5	141087470	141089210
8825	LIN7A	protein_coding	12	80792520	80937934
6534	SLC6A7	protein_coding	5	150190062	150222788
390081	OR52E4	protein_coding	11	5880629	5887079
390155	OR5T1	protein_coding	11	56274154	56276819
NA	ART2BP	unprocessed_pseudogene	11	72478221	72479237
79891	ZNF671	protein_coding	19	57719751	57727624
NA		processed_pseudogene	11	72551049	72551919
NA		processed_pseudogene	11	72562044	72562554
